Symbol,Open,High,Low,Close,Volume,% Change
FXP,59.57,61.13,59.57,60.92,246400,5.78
PEIX,1.14,1.24,1.1,1.21,340300,5.22
DLTR,99.43,103.51,99.04,103.16,5206000,4.08
EPV,33.83,34.59,33.83,34.52,37500,3.29
CVM,2.82,3.0,2.75,2.89,361600,2.48
EUO,25.43,25.75,25.43,25.71,230600,2.43
LNG,65.66,67.11,65.1,66.76,1743300,1.92
PZA,25.26,25.29,25.24,25.27,262200,0.28
